20110102a,김범준展 / KIMBEONJUN / 金範埈 / mixed media,with nothing,solo exhibition,김범준,무제,현수막 실사출력,140×90cm,2011,https://neolook.com/archives/2011010204a.jpg
20110304a,이보람展 / LEEBORAM / 李보람 / painting,CUT-OUT,solo exhibition,이보람,희생자 5,캔버스에 유채 아크릴채색,193×130cm,2010,https://neolook.com/archives/2011030404a.jpg
20110304a,이보람展 / LEEBORAM / 李보람 / painting,CUT-OUT,solo exhibition,이보람,피흘리는,캔버스에 유채 아크릴채색,163×130cm,2010,https://neolook.com/archives/2011030407a.jpg
20110304b,염성순展 / YOUMSOUNGSOON / 廉成順 / painting,심연의 꿈,solo exhibition,염성순,하얀불꽃 푸른구슬,캔버스에 아크릴채색,60.5×73cm,2010,https://neolook.com/archives/2011030401b.jpg
20110304b,염성순展 / YOUMSOUNGSOON / 廉成順 / painting,심연의 꿈,solo exhibition,염성순,푸른사과의 기억들3,캔버스에 아크릴채색,53×72.5cm,2010,https://neolook.com/archives/2011030402b.jpg
20110304b,염성순展 / YOUMSOUNGSOON / 廉成順 / painting,심연의 꿈,solo exhibition,염성순,푸른사과의 기억들4,캔버스에 아크릴채색,74×91cm,2010,https://neolook.com/archives/2011030403b.jpg
20110304b,염성순展 / YOUMSOUNGSOON / 廉成順 / painting,심연의 꿈,solo exhibition,염성순,白夜,캔버스에 아크릴채색,130×130cm×2,2010,https://neolook.com/archives/2011030404b.jpg
20110304b,염성순展 / YOUMSOUNGSOON / 廉成順 / painting,심연의 꿈,solo exhibition,염성순,밤에관하여,캔버스에 아크릴채색,130.3×194cm,2009,https://neolook.com/archives/2011030405b.jpg
20110304c,쉰스터展 / Schinster / photography,Street Drama,solo exhibition,쉰스터,Panyulu Tap Dance,C 프린트,96×128cm,2010,https://neolook.com/archives/2011030402c.jpg
20110304c,쉰스터展 / Schinster / photography,Street Drama,solo exhibition,쉰스터,Center of Yellow,C 프린트,122×172cm,2010,https://neolook.com/archives/2011030403c.jpg
20110304c,쉰스터展 / Schinster / photography,Street Drama,solo exhibition,쉰스터,Rush of Women,C 프린트,129×175cm,2010,https://neolook.com/archives/2011030404c.jpg
20110304c,쉰스터展 / Schinster / photography,Street Drama,solo exhibition,쉰스터,중년간지,C 프린트,112×69cm,2010,https://neolook.com/archives/2011030405c.jpg
20110304c,쉰스터展 / Schinster / photography,Street Drama,solo exhibition,쉰스터,우아한 산책,C 프린트,124×182cm,2010,https://neolook.com/archives/2011030406c.jpg
20110304c,쉰스터展 / Schinster / photography,Street Drama,solo exhibition,쉰스터,계급,C 프린트,135×202cm,2010,https://neolook.com/archives/2011030407c.jpg
20110304d,2011_0302 ▶ 2011_0330 / 일요일 휴관,de analogue 디 아날로그,other,박민정,봄의 대지Ⅳ,스테인리스 대리석,65×49×39cm,2010,https://neolook.com/archives/2011030401d.jpg
20110304d,2011_0302 ▶ 2011_0330 / 일요일 휴관,de analogue 디 아날로그,other,오기근,흰 벚꽃,캔버스에 아크릴채색,60.6×72.7cm,2009,https://neolook.com/archives/2011030403d.jpg
20110304d,2011_0302 ▶ 2011_0330 / 일요일 휴관,de analogue 디 아날로그,other,황선화,능소화(나비의 사랑),장지에 채색 분채 석채,38×45.5cm,2010,https://neolook.com/archives/2011030405d.jpg
20110304e,한진수展 / HANJINSU / 韓眞洙 / installation,Weight,solo exhibition,한진수,Sky generator,동 유리 에어펌프,160×40×40cm,2010,https://neolook.com/archives/2011030401e.jpg
20110304e,한진수展 / HANJINSU / 韓眞洙 / installation,Weight,solo exhibition,한진수,Wonderland flier ,투명 아크릴판 철 동 모터 실리콘전선,7×7×20cm,2009,https://neolook.com/archives/2011030402e.jpg
20110304e,한진수展 / HANJINSU / 韓眞洙 / installation,Weight,solo exhibition,한진수,Indian dream,동 귀각 스티로폼,15×14×7cm,2009,https://neolook.com/archives/2011030404e.jpg
20110304e,한진수展 / HANJINSU / 韓眞洙 / installation,Weight,solo exhibition,한진수,Deer Christmas,철 나사 나무 스티로폼,22×45×35cm,2009,https://neolook.com/archives/2011030405e.jpg
20110304e,한진수展 / HANJINSU / 韓眞洙 / installation,Weight,solo exhibition,한진수,Blue tree,전선,10×10×6cm,2009,https://neolook.com/archives/2011030406e.jpg
20110304f,임정은展 / LIMJEOUNGEUN Angela / 林廷恩 / mixed media,Imagining inside space,solo exhibition,임정은,Separation of cube 201103,유리에 혼합재료,가변크기,2011 ,https://neolook.com/archives/2011030401f.jpg
20110304f,임정은展 / LIMJEOUNGEUN Angela / 林廷恩 / mixed media,Imagining inside space,solo exhibition,임정은,Being 2011,디지털 프린트,66.7×56.5×6cm,2011,https://neolook.com/archives/2011030402f.jpg
20110304f,임정은展 / LIMJEOUNGEUN Angela / 林廷恩 / mixed media,Imagining inside space,solo exhibition,임정은,Existence-line 2011,66.7×56.5×6cm,2011,부분,https://neolook.com/archives/2011030404f.jpg
20110304f,임정은展 / LIMJEOUNGEUN Angela / 林廷恩 / mixed media,Imagining inside space,solo exhibition,임정은,Present 09 May,스테인글라스,각 31×31×3cm,2009,https://neolook.com/archives/2011030405f.jpg
20110304f,임정은展 / LIMJEOUNGEUN Angela / 林廷恩 / mixed media,Imagining inside space,solo exhibition,임정은,Illusion 201103,스테인리스 스틸에 혼합재료,가변크기,2010,https://neolook.com/archives/2011030406f.jpg
20110304g,순호展 / SOONHOW / 順湖 / painting,공기빛,solo exhibition,순호,공기빛 3,캔버스에 유채,91×72.5cm,2010,https://neolook.com/archives/2011030401g.jpg
20110304g,순호展 / SOONHOW / 順湖 / painting,공기빛,solo exhibition,순호,공기빛 4,캔버스에 유채,91×72.5cm,2010,https://neolook.com/archives/2011030402g.jpg
20110304g,순호展 / SOONHOW / 順湖 / painting,공기빛,solo exhibition,순호,공기빛 1,캔버스에 유채,53×73cm,2010,https://neolook.com/archives/2011030403g.jpg
20110304g,순호展 / SOONHOW / 順湖 / painting,공기빛,solo exhibition,순호,공기빛 2,캔버스에 유채,53×73cm,2010,https://neolook.com/archives/2011030404g.jpg
20110304g,순호展 / SOONHOW / 順湖 / painting,공기빛,solo exhibition,순호,공기빛 5,캔버스에 유채,130×162cm,2011,https://neolook.com/archives/2011030405g.jpg
20110304g,순호展 / SOONHOW / 順湖 / painting,공기빛,solo exhibition,순호,Elephants,캔버스에 유채,41×32cm,2008,https://neolook.com/archives/2011030406g.jpg
20110304g,순호展 / SOONHOW / 順湖 / painting,공기빛,solo exhibition,순호,바람에 젖은 나무,캔버스에 유채,41×53cm,2007 ,https://neolook.com/archives/2011030407g.jpg
20110304h,권승찬展 / GWONSEUNGCHAN / 權承燦 / photography,10 2002-2011,solo exhibition,권승찬,That Place,디지털 프린트 판넬 웹-구글어스,가변크기,2008~11,https://neolook.com/archives/2011030401h.jpg
20110304h,권승찬展 / GWONSEUNGCHAN / 權承燦 / photography,10 2002-2011,solo exhibition,권승찬,That Place,디지털 프린트 라이트박스,각 210.5×160×16cm,2011,https://neolook.com/archives/2011030402h.jpg
20110304h,권승찬展 / GWONSEUNGCHAN / 權承燦 / photography,10 2002-2011,solo exhibition,권승찬,THANK YOU,디지털 프린트 라이트박스,각 250×250cm,2008~09,https://neolook.com/archives/2011030403h.jpg
20110304h,권승찬展 / GWONSEUNGCHAN / 權承燦 / photography,10 2002-2011,solo exhibition,권승찬,당신 생애 가장 기억에 남는 시간은 언제입니까?,폴라로이드 필름,가변크기,2009,https://neolook.com/archives/2011030404h.jpg
20110304h,권승찬展 / GWONSEUNGCHAN / 權承燦 / photography,10 2002-2011,solo exhibition,권승찬,자취의 현대사 시리즈,피그먼트 프린트,가변크기,2007~08,https://neolook.com/archives/2011030405h.jpg
20110305a,구인성展 / KUIHNSEONG / 丘寅成 / painting,디페랑스; Differance 미끄러지는 이미지,solo exhibition,구인성,Red marble,골판지,150×150cm,2011,https://neolook.com/archives/2011030501a.jpg
20110305a,구인성展 / KUIHNSEONG / 丘寅成 / painting,디페랑스; Differance 미끄러지는 이미지,solo exhibition,구인성,Another object(1),골판지,80×90cm,2011,https://neolook.com/archives/2011030503a.jpg
20110305a,구인성展 / KUIHNSEONG / 丘寅成 / painting,디페랑스; Differance 미끄러지는 이미지,solo exhibition,구인성,Another object(2),골판지,80×90cm,2011,https://neolook.com/archives/2011030504a.jpg
20110305a,구인성展 / KUIHNSEONG / 丘寅成 / painting,디페랑스; Differance 미끄러지는 이미지,solo exhibition,구인성,Blossom,골판지,115×110cm,2011,https://neolook.com/archives/2011030505a.jpg
20110305a,구인성展 / KUIHNSEONG / 丘寅成 / painting,디페랑스; Differance 미끄러지는 이미지,solo exhibition,구인성,City emotion,골판지,150×200cm,2011,https://neolook.com/archives/2011030506a.jpg
20110305a,구인성展 / KUIHNSEONG / 丘寅成 / painting,디페랑스; Differance 미끄러지는 이미지,solo exhibition,구인성,Iconolatry-Chaplin,골판지에 컷팅 점 찍기,90×80cm,2010,https://neolook.com/archives/2011030508a.jpg
20110305b,박종빈展 / PARKCHONGBIN / 朴鐘斌 / sculpture.installation,into the membrane,solo exhibition,박종빈,Domestic Occasion,흑연 철 나무 레진,가변크기,2010,https://neolook.com/archives/2011030501b.jpg
20110305b,박종빈展 / PARKCHONGBIN / 朴鐘斌 / sculpture.installation,into the membrane,solo exhibition,박종빈,Closed Passage,철 우레탄시트 나무,61.5×180×180cm,2010~11,https://neolook.com/archives/2011030503b.jpg
20110305b,박종빈展 / PARKCHONGBIN / 朴鐘斌 / sculpture.installation,into the membrane,solo exhibition,박종빈,Dust room,나무 아크릴판 라텍스 장갑 가루 붓,130×96×60cm,2010~11,https://neolook.com/archives/2011030505b.jpg
20110305b,박종빈展 / PARKCHONGBIN / 朴鐘斌 / sculpture.installation,into the membrane,solo exhibition,박종빈,Untitled,아카이벌 피그먼트 프린트,105×140cm,2011,https://neolook.com/archives/2011030507b.jpg
20110305c,홍미선展 / HONGMISUN / 洪美先 / photography,빛 여행,solo exhibition,홍미선,백천만겁난조우 Orongo Rapanui 2007,디지털 C 프린트,110×80cm,2010,https://neolook.com/archives/2011030501c.jpg
20110305c,홍미선展 / HONGMISUN / 洪美先 / photography,빛 여행,solo exhibition,홍미선,Manu Amazon Peru 2007,피그먼트 프린트,62×75cm,2011,https://neolook.com/archives/2011030502c.jpg
20110305c,홍미선展 / HONGMISUN / 洪美先 / photography,빛 여행,solo exhibition,홍미선,Manu Amazon Peru 2007,피그먼트 프린트,46×62cm,2011,https://neolook.com/archives/2011030503c.jpg
20110305c,홍미선展 / HONGMISUN / 洪美先 / photography,빛 여행,solo exhibition,홍미선,색즉시공 공즉시색 Upsala Glacier 2007,디지털 C 프린트,80×110cm,2010,https://neolook.com/archives/2011030504c.jpg
20110305c,홍미선展 / HONGMISUN / 洪美先 / photography,빛 여행,solo exhibition,홍미선,Atacama Chile 2007,피그먼트 프린트,75×105cm,2011,https://neolook.com/archives/2011030505c.jpg
20110305d,스페이스 15번지 작가 공모 당선 기획展,채색된 욕망,exhibition,김화연,Boyband Rehearsals,혼합재료,29×23cm,2010,https://neolook.com/archives/2011030501d.jpg
20110305d,스페이스 15번지 작가 공모 당선 기획展,채색된 욕망,exhibition,김화현,Class Trip,혼합재료,28×23cm,2010,https://neolook.com/archives/2011030502d.jpg
20110305d,스페이스 15번지 작가 공모 당선 기획展,채색된 욕망,exhibition,김화현,Leslie Cheung,혼합재료,51×30cm,2010,https://neolook.com/archives/2011030503d.jpg
20110305d,스페이스 15번지 작가 공모 당선 기획展,채색된 욕망,exhibition,이지양,Hold Me Tight,인형에 시침핀 나무 보드 광목,50×100×100cm,2009,https://neolook.com/archives/2011030504d.jpg
20110305d,스페이스 15번지 작가 공모 당선 기획展,채색된 욕망,exhibition,임장순,Romance of Three Kingdoms,비디오,00:04:24,2011,https://neolook.com/archives/2011030506d.jpg
20110305d,스페이스 15번지 작가 공모 당선 기획展,채색된 욕망,exhibition,임장순,Romance of Three Kingdoms,비디오,00:04:24,2011,https://neolook.com/archives/2011030507d.jpg
20110305d,스페이스 15번지 작가 공모 당선 기획展,채색된 욕망,exhibition,조경희,Bag-Back with Kill-Heel,망사 스타킹 라텍스 먹 가방재료 구두굽,27.5×31×12cm,2009,https://neolook.com/archives/2011030508d.jpg
20110305d,스페이스 15번지 작가 공모 당선 기획展,채색된 욕망,exhibition,조경희,Bag-Back with Kill-Heel,망사 스타킹 라텍스 먹 가방재료 구두굽,22×17×7cm,2009,https://neolook.com/archives/2011030509d.jpg
20110305d,스페이스 15번지 작가 공모 당선 기획展,채색된 욕망,exhibition,조경희,Bag-Back with Kill-Heel,망사 스타킹 라텍스 먹 가방재료 구두굽,14×21×10cm,2010,https://neolook.com/archives/2011030510d.jpg
20110305e,김승현展 / KIMSEUNGHYUN / 金昇炫 / installation,structure-series,solo exhibition,김승현,structure-series '1',foam board loctite bond glue,180×80×30cm,2011,https://neolook.com/archives/2011030502e.jpg
20110305e,김승현展 / KIMSEUNGHYUN / 金昇炫 / installation,structure-series,solo exhibition,김승현,structure-series '1',foam board loctite bond glue,180×80×30cm,2011,https://neolook.com/archives/2011030503e.jpg
20110305f,이선희展 / LEESUNHEE / 李善熙 / installation,Can you hear me?,solo exhibition,이선희,괜찮아,무발포 우레탄 투명컵,25×25×26cm,2009,https://neolook.com/archives/2011030502f.jpg
20110305f,이선희展 / LEESUNHEE / 李善熙 / installation,Can you hear me?,solo exhibition,이선희,괜찮아 프로젝트,디지털 프린트,21×29.7cm×100,2010~현재,https://neolook.com/archives/2011030503f.jpg
20110305f,이선희展 / LEESUNHEE / 李善熙 / installation,Can you hear me?,solo exhibition,이선희,덮어주다,디지털 프린트,60×40cm,2011,https://neolook.com/archives/2011030504f.jpg
20110305f,이선희展 / LEESUNHEE / 李善熙 / installation,Can you hear me?,solo exhibition,이선희,편지쓰기 프로젝트–고마워요,가변설치,수거한 옷 재단 후 뜨개질 철사 MDF 엽서,2011,https://neolook.com/archives/2011030506f.jpg
20110305f,이선희展 / LEESUNHEE / 李善熙 / installation,Can you hear me?,solo exhibition,이선희,편지쓰기 프로젝트–고마워요,단채널 비디오,00:05:17,2011,https://neolook.com/archives/2011030507f.jpg
20110305g,홍성덕展 / HONGSUNGDUCK / 洪性德 / photography,청목 淸木,solo exhibition,홍성덕,untitled,캔버스에 사진,90×90cm,2011,https://neolook.com/archives/2011030501g.jpg
20110305g,홍성덕展 / HONGSUNGDUCK / 洪性德 / photography,청목 淸木,solo exhibition,홍성덕,untitled,캔버스에 사진,60×60cm,2011,https://neolook.com/archives/2011030502g.jpg
20110305g,홍성덕展 / HONGSUNGDUCK / 洪性德 / photography,청목 淸木,solo exhibition,홍성덕,untitled,캔버스에 사진,60×60cm,2011,https://neolook.com/archives/2011030503g.jpg
20110305g,홍성덕展 / HONGSUNGDUCK / 洪性德 / photography,청목 淸木,solo exhibition,홍성덕,untitled,캔버스에 사진,60×60cm,2011,https://neolook.com/archives/2011030504g.jpg
20110305g,홍성덕展 / HONGSUNGDUCK / 洪性德 / photography,청목 淸木,solo exhibition,홍성덕,untitled,캔버스에 사진,60×60cm,2011,https://neolook.com/archives/2011030505g.jpg
20110305g,홍성덕展 / HONGSUNGDUCK / 洪性德 / photography,청목 淸木,solo exhibition,홍성덕,untitled,캔버스에 사진,90×90cm,2011,https://neolook.com/archives/2011030506g.jpg
20110305g,홍성덕展 / HONGSUNGDUCK / 洪性德 / photography,청목 淸木,solo exhibition,홍성덕,untitled,캔버스에 사진,90×90cm,2011,https://neolook.com/archives/2011030507g.jpg
20110305h,2011_0304 ▶ 2011_0404 / 3월14일 휴관,윤명로展 / YOUNMYEUNGRO / 尹明老 / painting,other,윤명로,바람부는 날 Windy day MIX 1212,아크릴채색 린넨에 은화,182×227cm,2009,https://neolook.com/archives/2011030501h.jpg
20110305h,2011_0304 ▶ 2011_0404 / 3월14일 휴관,윤명로展 / YOUNMYEUNGRO / 尹明老 / painting,other,윤명로,바람부는 날 Windy day MIX 1210,아크릴채색 린넨에 은화,227×182cm,2009,https://neolook.com/archives/2011030502h.jpg
20110305h,2011_0304 ▶ 2011_0404 / 3월14일 휴관,윤명로展 / YOUNMYEUNGRO / 尹明老 / painting,other,윤명로,바람부는 날 Windy day MX 810,아크릴채색 린넨에 은화,162×130cm,2010,https://neolook.com/archives/2011030503h.jpg
20110305h,2011_0304 ▶ 2011_0404 / 3월14일 휴관,윤명로展 / YOUNMYEUNGRO / 尹明老 / painting,other,윤명로,겨울에서 봄으로 Winter into spring MXI 0103,아크릴채색 린넨에 은화,112×145.5cm,2011,https://neolook.com/archives/2011030504h.jpg
20110305h,2011_0304 ▶ 2011_0404 / 3월14일 휴관,윤명로展 / YOUNMYEUNGRO / 尹明老 / painting,other,윤명로,바람부는 날 Windy day MX 910,아크릴채색 린넨에 은화,219.8×291cm,2010,https://neolook.com/archives/2011030505h.jpg
20110305i,유안나展 / YOUANNA / 劉안나 / installation,두 번째 길,solo exhibition,유안나,두 번째 길,플라스틱 플라스틱 필름 디지털 프린트 수채 색연필,가변크기,2011,https://neolook.com/archives/2011030501i.jpg
